guid,plant_type,plant_origin,light_requirement,wind_tolerance,growth_rate,frost_resistant,is_evergreen,is_native,plant_height,plant_width,flower_color,flowering_month,climate_zone
https://id.biodiversity.org.au/node/apni/2889741,Shrub,Murchison River area of Western Australia,Full Sun,Wind Tolerant,Fast,Marginal,Yes,Yes,5,3,Golden Orange,"January, February, March, December","[{""Zone"": 9}, {""Zone"": 10}]"
https://id.biodiversity.org.au/node/apni/2889751,Shrub,Mexico,Full Sun,Medium,Fast,Tender,Yes,No,3.5,1.5,Cream Pink Red Yellow,"January, December","[{""Zone"": 10}, {""Zone"": 11}, {""Zone"": 12}]"
https://id.biodiversity.org.au/node/apni/2889796,Annual/Perennial,Southern and Eastern Asia,Half Sun / Half Shade,Sheltered,Medium,Marginal,Yes,No,0.9,0.2,Orange Pink Red Yellow,"January, February","[{""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/node/apni/2889800,Shrub,India and Sri Lanka,Half Sun / Half Shade,Medium,Medium,Tender,Yes,No,3,3,White,"January, February, December","[{""Zone"": 10}, {""Zone"": 11}, {""Zone"": 12}]"
https://id.biodiversity.org.au/node/apni/2889833,Shrub,SW Australia,Full Sun,Wind Tolerant,Fast,Tender,Yes,Yes,3,3,Red,"August, September, October, November, December","[{""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/node/apni/2890025,Annual/Perennial,Africa,Full Sun to Part Shade,Medium,Fast,Tender,Yes,No,1,0.5,Cream,"January, February, December","[{""Zone"": 10}, {""Zone"": 11}, {""Zone"": 12}]"
https://id.biodiversity.org.au/node/apni/2890083,Shrub,Tasmania,Moderate/Dappled Shade,Sheltered,Slow,Marginal,Yes,Yes,2.5,1.8,White,"October, November, December","[{""Zone"": 8}, {""Zone"": 9}]"
https://id.biodiversity.org.au/node/apni/2890125,Shrub,India and SE Asia,Half Sun / Half Shade,Medium,Medium,Tender,Yes,No,3,1.5,White,"January, February, March, April, September, October, November, December","[{""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}, {""Zone"": 12}]"
https://id.biodiversity.org.au/node/apni/2890125,Shrub,India and SE Asia,Half Sun / Half Shade,Medium,Medium,Tender,Yes,No,1,1,White,"January, February, March, April, September, October, November, December","[{""Zone"": 10}, {""Zone"": 11}, {""Zone"": 12}]"
https://id.biodiversity.org.au/node/apni/2890151,Shrub,"NZ ,Aust ,Pacific Is.",Full Sun,Wind/Salt tolerant,Fast,Tender,Yes,Yes,10,10,Cream White Yellow,"January, April, May, November, December","[{""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/node/apni/2890151,Shrub,"NZ ,Aust ,Pacific Is.",Full Sun,Wind/Salt tolerant,Fast,Tender,Yes,Yes,10,3,Red,"January, April, May, November, December","[{""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}]"
https://id.biodiversity.org.au/node/apni/2890222,Annual/Perennial,Texas and New Mexico,Full Sun,Wind Tolerant,Medium,Marginal,No,No,0.9,0.5,Blue White,"January, February, March, April, October, November, December","[{""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/node/apni/2890288,Tree,NSW and Queensland,Full Sun to Part Shade,Wind/Salt tolerant,Fast,Tender,Yes,Yes,15,18,Yellow,"March, April, May","[{""Zone"": 10}, {""Zone"": 11}, {""Zone"": 12}]"
https://id.biodiversity.org.au/node/apni/2890323,Shrub,New South Wales,Full Sun,Medium,Fast,Tender,Yes,Yes,4,1.5,Pink Red,"October, November, December","[{""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/node/apni/2890420,Shrub,Mexico,Full Sun to Part Shade,Wind Tolerant,Fast,Tender,Yes,No,1,0.9,Orange Red Yellow,"January, February, December","[{""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/node/apni/2890437,Tree,Southeast Asia,Full Sun,Medium,Fast,Marginal,Yes,No,6,4,,,
https://id.biodiversity.org.au/node/apni/2890448,Annual/Perennial,Southern USA and Mexico,Full Sun to Part Shade,Medium,Fast,Hardy,Yes,No,0.3,0.3,Pink White,"January, February, March, November, December","[{""Zone"": 7}, {""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}]"
https://id.biodiversity.org.au/node/apni/2890481,Tree,New Zealand,Full Sun,Wind Tolerant,Fast,,Yes,No,9,4,Red,"September, October, November","[{""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/node/apni/2890481,Shrub,New Zealand,Full Sun,Wind Tolerant,Slow,Marginal,Yes,No,1.2,1.2,Red,"September, October, November","[{""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/node/apni/2890504,Shrub,Western Australia,Full Sun to Part Shade,Wind/Salt tolerant,Fast,Marginal,Yes,Yes,2,1.5,Mauve Pink,"July, August, September, October","[{""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/node/apni/2890554,Shrub,South Africa,Full Sun,Medium,Medium,Tender,Yes,No,1.5,1.5,White,"July, August, September, October","[{""Zone"": 9}, {""Zone"": 10}]"
https://id.biodiversity.org.au/node/apni/2890652,Tree,Tasmania,Full Sun,Wind/Salt tolerant,Medium,Marginal,Yes,Yes,15,8,Cream,"September, October, November","[{""Zone"": 9}, {""Zone"": 10}]"
https://id.biodiversity.org.au/node/apni/2890869,Shrub,S Africa,Full Sun to Part Shade,Wind/Salt tolerant,Fast,Tender,Yes,No,0.6,0.6,Blue White,"January, February, March, April, May, October, November, December","[{""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/node/apni/2890894,Shrub,Western Australia,Full Sun to Part Shade,Wind Tolerant,Fast,Marginal,Yes,Yes,1.5,1.5,Mauve,"June, July, August, September, October","[{""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/node/apni/2890920,Shrub,Tasmania,Full Sun to Part Shade,Medium,Medium,Marginal,Yes,Yes,1.5,1.5,Pink White,"January, October, November, December","[{""Zone"": 8}, {""Zone"": 9}]"
https://id.biodiversity.org.au/node/apni/2890983,Fruit/Nut Plants,Queensland,Full Sun to Part Shade,Medium,Very fast,Tender,Yes,Yes,15,6,Pink Purple,September,"[{""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/node/apni/2891029,Annual/Perennial,Australia,Full Sun to Part Shade,Sheltered,Fast,Hardy,Yes,Yes,1,0.5,Golden Orange Yellow,"January, February, March, September, October, November, December","[{""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/node/apni/2891035,Annual/Perennial,Madagascar,Full Sun to Part Shade,Medium,Fast,Tender,Yes,No,0.45,0.45,Mauve Pink Purple White,"January, February, March, April, May, September, October, November, December","[{""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}, {""Zone"": 12}]"
https://id.biodiversity.org.au/node/apni/2891165,Shrub,hybrid,Full Sun to Part Shade,Wind Tolerant,Slow,Hardy,Yes,Yes,0.5,1.2,Yellow,"April, May, June, July","[{""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}]"
https://id.biodiversity.org.au/node/apni/2891165,Shrub,,Full Sun to Part Shade,Medium,Slow,Hardy,Yes,Yes,0.5,1.5,Yellow,"April, May, June, July","[{""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}]"
https://id.biodiversity.org.au/node/apni/2891397,Shrub,"Northern Queensland, Australia",Full Sun to Part Shade,Medium,Medium,,No,No,2,2,Red,"March, April, May, June","[{""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/node/apni/2891429,Climber/Creeper,Europe,Full Sun to Part Shade,Wind Tolerant,Fast,Hardy,Yes,No,20,20,,,
https://id.biodiversity.org.au/node/apni/2891459,Annual/Perennial,South Africa,Full Sun to Part Shade,Medium,Fast,,No,No,0.3,0.3,Assorted,"January, February, March, October, November, December","[{""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/node/apni/2891511,Annual/Perennial,Mediterranean Europe,Full Sun,Wind Tolerant,Fast,Hardy,Yes,No,0.3,0.5,,,
https://id.biodiversity.org.au/node/apni/2891610,Shrub,Western Australia,Full Sun,Medium,Medium,Marginal,Yes,Yes,1,1,Green Yellow,"January, February, March, July, August, September, October, November, December","[{""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/node/apni/2891639,Annual/Perennial,Mexico,Full Sun to Part Shade,Wind/Salt tolerant,Medium,Tender,Yes,No,3,2.5,White Yellow,,"[{""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}, {""Zone"": 12}]"
https://id.biodiversity.org.au/node/apni/2891691,Annual/Perennial,Tropical America,Full Sun to Part Shade,Medium,Fast,Tender,Yes,No,1,0.7,Assorted Pink Red White Yellow,,"[{""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/node/apni/2891749,Tree,Western Pacific,Full Sun to Part Shade,Wind/Salt tolerant,Fast,Tender,Yes,Yes,8,6,,,
https://id.biodiversity.org.au/node/apni/2891793,Annual/Perennial,Mediteranean,Full Sun,Wind Tolerant,Medium,Hardy,No,No,1,0.5,Blue White,"January, February, November, December","[{""Zone"": 7}, {""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}, {""Zone"": 12}]"
https://id.biodiversity.org.au/node/apni/2891823,Shrub,Australia,Full Sun,Medium,Medium,Marginal,Yes,Yes,1.8,1.8,Green Red Yellow,"January, February, March, September, October, November, December","[{""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/node/apni/2891874,Ferns,Japan,Half Sun / Half Shade,Wind/Salt tolerant,Fast,Hardy,No,No,0.6,1.1,,,
https://id.biodiversity.org.au/node/apni/2891885,Shrub,Southwestern Europe and North Africa,Full Sun,Medium,Fast,Hardy,Yes,No,1,1.5,White,"September, October, November, December","[{""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}]"
https://id.biodiversity.org.au/node/apni/2891926,Shrub,SW Western Australia,Full Sun,Medium,Medium,Marginal,Yes,Yes,1.5,1.5,Cream Yellow,"June, July, August, September, October, November","[{""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/node/apni/2891947,Shrub,NSW and Queesnland,Half Sun / Half Shade,Medium,Fast,Marginal,Yes,Yes,3,3,White,"January, February, November, December","[{""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/node/apni/2891972,Ferns,"NSW, QLD, VIC",Half Sun / Half Shade,Sheltered,Fast,Marginal,No,No,0.8,0,,,
https://id.biodiversity.org.au/node/apni/2892100,Bulb/Corm/Tuber,South Africa,Full Sun to Part Shade,Medium,Very fast,Marginal,No,No,0.3,0.3,Blue Purple,"August, September, October","[{""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/node/apni/2892148,Annual/Perennial,S.E. Australia,Full Sun to Part Shade,Wind Tolerant,Fast,Hardy,Yes,Yes,0.3,0.2,Blue,"January, February, September, October, November, December","[{""Zone"": 7}, {""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}]"
https://id.biodiversity.org.au/node/apni/2892172,Shrub,Southeastern Australia,Full Sun to Part Shade,Wind/Salt tolerant,Slow,Tender,Yes,Yes,0.6,1.5,Pink,"August, September, October, November","[{""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}]"
https://id.biodiversity.org.au/node/apni/2892282,Bulb/Corm/Tuber,Argentina,Full Sun to Part Shade,Medium,Fast,Tender,No,No,0.2,0.1,White,"January, February, March, December","[{""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/node/apni/2892579,Shrub,NSW,Full Sun,Wind/Salt tolerant,Fast,Marginal,Yes,Yes,10,4,Yellow,"January, February, March, April, May, June, July","[{""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/node/apni/2892601,Herb,,Full Sun,Medium,Fast,Hardy,No,No,0.4,0.5,Pink,"January, February, November, December","[{""Zone"": 7}, {""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}]"
https://id.biodiversity.org.au/node/apni/2892612,Shrub,,Full Sun,Medium,Medium,Tender,Yes,No,1.8,1.2,Mauve Pink White,"January, November, December","[{""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}]"
https://id.biodiversity.org.au/node/apni/2892613,Annual/Perennial,Mediterranean Region of Europe,Full Sun to Part Shade,Wind/Salt tolerant,Fast,Hardy,Yes,No,2,1.5,Yellow,"January, February","[{""Zone"": 7}, {""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}]"
https://id.biodiversity.org.au/node/apni/2892673,Tree,South Western Australia,Full Sun,Wind Tolerant,Fast,Marginal,Yes,Yes,20,10,Cream Pink Red,"January, February, March, April, May, December","[{""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/node/apni/2892773,Annual/Perennial,"Europe, Asia, North Africa and North America",Full Shade,Medium,Medium,Hardy,Yes,No,0.5,0.3,Pink,,[]
https://id.biodiversity.org.au/node/apni/2892956,Tree,Lord Howe Island Australia,Full Sun to Part Shade,Wind Tolerant,Fast,Tender,Yes,Yes,50,40,,,
https://id.biodiversity.org.au/node/apni/2892956,Tree,Eastern Australia,Full Sun to Part Shade,Wind Tolerant,Fast,Tender,Yes,Yes,40,40,,,
https://id.biodiversity.org.au/node/apni/2893056,Shrub,Japan,Full Sun,Wind/Salt tolerant,Fast,Hardy,Yes,No,0.3,2.5,,,
https://id.biodiversity.org.au/node/apni/2893097,Tree,"Souther Europe, Asia",Full Sun,Medium,Fast,Hardy,No,No,15,4,White,"September, October, November","[{""Zone"": 7}, {""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}]"
https://id.biodiversity.org.au/node/apni/2893113,Shrub,SE NSW,Full Sun,Wind Tolerant,Medium,Tender,Yes,Yes,3,3,Orange Yellow,"January, February, December","[{""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/node/apni/2893115,Shrub,"Chile, Argentina",Full Sun,Wind/Salt tolerant,Very fast,Hardy,Yes,No,5,5,Orange Yellow,"February, March, April","[{""Zone"": 7}, {""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}]"
https://id.biodiversity.org.au/node/apni/2893120,Shrub,"Queensland, NSW",Full Sun to Part Shade,Wind/Salt tolerant,Medium,Marginal,Yes,Yes,0.3,2,,,
https://id.biodiversity.org.au/node/apni/2893120,Tree,"NSW dn Qld on seashores, estarine swamps and saline creeks",Full Sun,Wind/Salt tolerant,Fast,,Yes,Yes,20,6,,,
https://id.biodiversity.org.au/node/apni/2893132,Tree,Victoria NSW,Half Sun / Half Shade,Wind Tolerant,Fast,,Yes,Yes,20,4,Cream,,"[{""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/node/apni/2893195,Shrub,South Coast Western Australia,Full Sun to Part Shade,Wind Tolerant,Medium,Hardy,Yes,Yes,3,3,Yellow,"January, February, March, October, November, December","[{""Zone"": 9}, {""Zone"": 10}]"
https://id.biodiversity.org.au/node/apni/2893458,Shrub,NSW,Full Sun to Part Shade,Wind Tolerant,Fast,Hardy,Yes,Yes,3.5,4,Red,"August, September, October, November","[{""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/node/apni/2893481,Grasses & Bamboos,China,Half Sun / Half Shade,Sheltered,Very fast,Hardy,Yes,No,5,3,,,
https://id.biodiversity.org.au/node/apni/2893510,Climber/Creeper,Europe,Moderate/Dappled Shade,Medium,Fast,Hardy,Yes,No,0.2,1,Blue Mauve Purple,"September, October, November","[{""Zone"": 7}, {""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}]"
https://id.biodiversity.org.au/node/apni/2893532,Annual/Perennial,"Europe, Asia, North Africa, North America",Half Sun / Half Shade,Wind Tolerant,Very fast,Hardy,No,No,2,3,Cream,,"[{""Zone"": 7}, {""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}]"
https://id.biodiversity.org.au/node/apni/2893612,Climber/Creeper,Argentina,Full Sun to Part Shade,Medium,Fast,Tender,Yes,No,8,0.1,Yellow,"October, November, December","[{""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}, {""Zone"": 12}]"
https://id.biodiversity.org.au/node/apni/2893728,Shrub,Mexico and Guatamala,Full Sun to Part Shade,Medium,Fast,Tender,Yes,No,0.6,0.3,Mauve Pink Purple White,"January, February, March, April, May, September, October, November, December","[{""Zone"": 10}, {""Zone"": 11}, {""Zone"": 12}]"
https://id.biodiversity.org.au/node/apni/2893737,Bulb/Corm/Tuber,China and Japan,Full Sun to Part Shade,Medium,Fast,Hardy,No,No,1.5,1.5,Orange Purple,"February, March, April","[{""Zone"": 7}, {""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}]"
https://id.biodiversity.org.au/node/apni/2893815,Tree,Western Australia,Full Sun,Wind/Salt tolerant,Fast,Hardy,Yes,Yes,4,5,White,"January, February, September, October, November, December","[{""Zone"": 9}, {""Zone"": 10}]"
https://id.biodiversity.org.au/node/apni/2894027,Shrub,South Western Australia,Full Sun to Part Shade,Medium,,,Yes,Yes,1.5,1,Orange Red Yellow,"July, August, September, October","[{""Zone"": 9}, {""Zone"": 10}]"
https://id.biodiversity.org.au/node/apni/2894124,Herb,Mediterannean,Full Sun,Medium,Very fast,Tender,No,No,0.6,0.8,White,"January, November, December","[{""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/node/apni/2894144,Annual/Perennial,,,,,,Yes,Yes,0,0,,,
https://id.biodiversity.org.au/node/apni/2894200,Climber/Creeper,Central Asia - Himalayas,Full Sun to Part Shade,Medium,Fast,Hardy,No,No,9,0.1,Pink Red White,"September, October, November, December","[{""Zone"": 7}, {""Zone"": 8}, {""Zone"": 9}]"
https://id.biodiversity.org.au/node/apni/2894326,Tree,Worldwide,Full Sun to Part Shade,Wind Tolerant,Fast,Tender,No,Yes,10,8,Mauve,"September, October, November","[{""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}, {""Zone"": 12}]"
https://id.biodiversity.org.au/node/apni/2894333,Annual/Perennial,,Full Sun,,Fast,,No,No,1.5,1,Yellow,"January, February, March, April, May, September, October, November, December","[{""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/node/apni/2894361,Climber/Creeper,,Full Sun to Part Shade,Medium,Fast,,Yes,No,3.5,1,Pink,"January, February, March, April, May, September, October, November, December","[{""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/node/apni/2894386,Annual/Perennial,Tropical regions of South America,Full Sun to Part Shade,Sheltered,Fast,Tender,No,No,1,1.2,Pink Red White,"January, February, March, April, May, November, December","[{""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/node/apni/2894437,Shrub,"NSW, Vicrtoria, Tasmania and South Australia",Full Sun to Part Shade,Medium,Medium,Hardy,Yes,Yes,1.25,1,Red,"April, May, June, July, August, September, October",[]
https://id.biodiversity.org.au/node/apni/2894457,Shrub,Japan,Full Sun,Wind Tolerant,Medium,Marginal,Yes,No,3,0.8,,,
https://id.biodiversity.org.au/node/apni/2894457,Shrub,Japan,Full Sun,Wind Tolerant,Medium,Marginal,Yes,No,0.5,0.5,,,
https://id.biodiversity.org.au/node/apni/2894530,Tree,NSW,Full Sun,Wind Tolerant,Fast,Tender,Yes,Yes,20,20,,,
https://id.biodiversity.org.au/node/apni/2894563,Climber/Creeper,Tropical South America,Full Sun to Part Shade,Medium,Fast,Tender,Yes,No,6,0,Blue Purple White,"January, February, November, December","[{""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/node/apni/2894726,Shrub,Eastern Australia,Half Sun / Half Shade,Wind Tolerant,Medium,Marginal,Yes,Yes,3,2,Red,"January, February, March, October, November, December","[{""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}]"
https://id.biodiversity.org.au/node/apni/2894783,Annual/Perennial,Europe,Full Sun,Medium,Medium,Hardy,No,No,0.2,0.3,Mauve,"January, February, November, December","[{""Zone"": 7}, {""Zone"": 8}, {""Zone"": 9}]"
https://id.biodiversity.org.au/node/apni/2894796,Shrub,Perth Western Australia,Full Sun to Part Shade,Medium,Medium,Tender,Yes,Yes,0.5,2,Red,"January, February, March, April, May, June, July, August, September, October, November, December","[{""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/node/apni/2894924,Bulb/Corm/Tuber,NSW,Full Sun to Part Shade,Medium,Slow,Tender,No,Yes,0.9,0.2,Golden Red,"January, February, March, November, December","[{""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/node/apni/2894994,Shrub,Uruguay,Full Sun to Part Shade,Wind Tolerant,Fast,,Yes,No,0.5,1.8,Mauve Pink,"January, February, March, April, May, September, October, November, December","[{""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/node/apni/2895020,Bulb/Corm/Tuber,South Eastern Australia,Full Sun to Part Shade,Sheltered,Fast,Hardy,Yes,Yes,0.5,0.3,Yellow,"April, May, September, October, November","[{""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}]"
